Id de pago,fecha,CVU/CBU,Valor
10581,14/4/2025,"6,06251E+21",$153.690
10582,8/4/2025,"5,84624E+21",$126.657
10583,13/4/2025,"4,75698E+21",$168.565
10584,9/4/2025,"7,13851E+21",$97.879
10585,13/4/2025,"4,73909E+21",$87.318
10586,2/4/2025,"9,06482E+21",$65.998
10587,2/4/2025,"8,94438E+21",$73.930
10588,8/4/2025,"2,77293E+21",$63.003
10589,15/4/2025,"6,92736E+21",$92.191
10590,10/4/2025,"2,12987E+21",$79.393
10591,8/4/2025,"7,89969E+21",$93.155
10592,8/4/2025,"3,90358E+21",$170.084
10593,6/4/2025,"7,95204E+21",$58.807
10594,8/4/2025,"3,1396E+21",$60.411
10595,12/4/2025,"2,3371E+21",$91.306
10596,2/4/2025,"2,77293E+21",$79.090
10597,8/4/2025,"9,87305E+21",$100.016
10598,5/4/2025,"5,84624E+21",$162.861
10599,4/5/2025,"7,13851E+21",$131.887
10600,9/5/2025,"1,83162E+21",$70.806
10601,15/4/2025,"3,62255E+21",$156.005
10602,1/5/2025,"4,9195E+21",$80.347
10603,4/5/2025,"5,44431E+21",$191.923
10604,12/5/2025,"9,73651E+21",$126.961
10605,9/5/2025,"6,06251E+21",$50.315
10606,15/5/2025,"4,02283E+21",$65.280
10607,8/5/2025,"2,5671E+21",$95.680
10608,4/5/2025,"5,11731E+21",$55.468
10609,15/5/2025,"6,52232E+21",$109.368
10610,7/5/2025,"9,48578E+21",$89.533
10611,1/5/2025,"2,699E+21",$85.180
10612,2/5/2025,"7,34096E+21",$54.587
10613,7/5/2025,"2,699E+21",$72.479
10614,12/5/2025,"5,51303E+21",$170.269
10615,5/5/2025,"4,64913E+21",$151.481
10616,6/5/2025,"7,38518E+21",$161.404
10617,7/5/2025,"2,64547E+21",$69.225
10618,4/5/2025,"6,52232E+21",$78.603
10619,15/5/2025,"5,46569E+21",$91.888
10620,8/5/2025,"3,62255E+21",$177.377
10621,12/5/2025,"2,89875E+21",$156.685
10622,14/5/2025,"8,55574E+21",$132.387
10623,12/5/2025,"8,67136E+21",$138.497
10624,8/5/2025,"2,39951E+21",$173.579
10625,5/5/2025,"4,9195E+21",$100.508
10626,9/5/2025,"2,54868E+21",$107.373
10627,13/5/2025,"4,6251E+21",$77.316
10628,7/5/2025,"4,2792E+21",$163.337
10629,15/5/2025,"6,09749E+21",$57.001
10630,1/5/2025,"8,55574E+21",$185.652
10631,7/5/2025,"3,90358E+21",$93.204
10632,2/5/2025,"9,91871E+21",$107.301
10633,11/5/2025,"7,46343E+21",$65.263
10634,3/5/2025,"5,73854E+21",$147.508
10635,1/5/2025,"4,20362E+21",$130.391
10636,8/5/2025,"6,09749E+21",$171.477
10637,13/5/2025,"7,15249E+21",$163.940
10638,11/5/2025,"2,47672E+21",$54.904
10639,2/5/2025,"8,67275E+21",$199.767
10640,8/5/2025,"8,91381E+21",$131.428
10641,3/5/2025,"4,20734E+21",$86.046
10642,14/5/2025,"3,96704E+21",$196.803
10643,5/5/2025,"8,77612E+21",$115.693
10644,4/5/2025,"2,77293E+21",$190.865
10645,4/5/2025,"2,28114E+21",$101.637
10646,3/5/2025,"3,39233E+21",$156.282
10647,11/5/2025,"2,00351E+21",$99.377
10648,7/5/2025,"9,91871E+21",$197.311
10649,8/5/2025,"7,86347E+21",$161.516
10650,12/5/2025,"1,11219E+21",$192.243
10651,6/5/2025,"3,56917E+21",$71.292
10652,2/5/2025,"1,13553E+21",$178.630
10653,15/5/2025,"4,73909E+21",$95.082
10654,4/5/2025,"8,91381E+21",$130.919
10655,7/5/2025,"5,97386E+21",$96.556
10656,11/5/2025,"7,99791E+21",$189.241
10657,3/5/2025,"8,91381E+21",$194.237
10658,12/5/2025,"5,7825E+21",$193.970
10659,4/5/2025,"9,74893E+21",$134.839
10660,8/5/2025,"5,46835E+21",$79.497
10661,7/5/2025,"9,30191E+21",$182.749
10662,15/5/2025,"2,04784E+21",$95.228
10663,11/5/2025,"3,90358E+21",$174.050
10664,6/5/2025,"8,95676E+21",$100.415
10665,1/5/2025,"9,95987E+21",$72.974
10666,5/5/2025,"7,13851E+21",$72.633
10667,1/5/2025,"6,06251E+21",$165.930
10668,10/5/2025,"9,78678E+21",$197.496
10669,14/5/2025,"3,25384E+21",$169.517
10670,1/5/2025,"7,46343E+21",$183.420
10671,13/5/2025,"4,20734E+21",$175.974
10672,13/5/2025,"4,19888E+21",$64.218
10673,9/5/2025,"4,64913E+21",$189.650
10674,3/5/2025,"9,78678E+21",$74.028
10675,11/5/2025,"1,83162E+21",$135.699
10676,9/5/2025,"6,87188E+21",$95.880
10677,11/5/2025,"2,3371E+21",$129.150
10678,9/5/2025,"5,93018E+21",$131.032
10679,9/5/2025,"6,75838E+21",$84.275
10680,3/5/2025,"4,73909E+21",$166.301
10681,4/5/2025,"3,39233E+21",$120.663
10682,11/5/2025,"4,98543E+21",$191.511
10683,3/5/2025,"5,93018E+21",$136.680
10684,6/5/2025,"4,73859E+21",$161.015
10685,6/5/2025,"4,02283E+21",$53.704
10686,1/5/2025,"6,92736E+21",$132.737
10687,10/5/2025,"1,68669E+21",$181.819
10688,12/5/2025,"8,94438E+21",$118.700
10689,9/5/2025,"5,12066E+21",$72.328
10690,10/5/2025,"4,60919E+21",$151.680
10691,4/5/2025,"5,46569E+21",$158.984
10692,8/5/2025,"9,64964E+21",$70.849
10693,15/5/2025,"2,04784E+21",$197.466
10694,5/5/2025,"6,75838E+21",$155.294
10695,12/5/2025,"9,09859E+21",$150.201
10696,5/5/2025,"7,15249E+21",$159.342
10697,6/5/2025,"6,04959E+21",$82.632
10698,13/5/2025,"7,38518E+21",$100.349
10699,2/5/2025,"8,57114E+21",$75.484
10700,5/5/2025,"5,7825E+21",$129.009
10701,15/5/2025,"2,12987E+21",$66.526
10702,5/5/2025,"9,09001E+21",$166.557
10703,11/5/2025,"8,20399E+21",$117.834
10704,8/5/2025,"1,13553E+21",$67.911
10705,13/5/2025,"8,94438E+21",$156.333
10706,13/5/2025,"4,60919E+21",$197.263
10707,5/5/2025,"4,75698E+21",$129.591
10708,11/5/2025,"2,77293E+21",$196.050
10709,3/5/2025,"3,35499E+21",$137.064
10710,6/5/2025,"3,56917E+21",$170.865
10711,15/5/2025,"4,20734E+21",$145.879
10712,9/5/2025,"8,57114E+21",$174.100
10713,6/5/2025,"1,42446E+21",$160.361
10714,7/5/2025,"3,5424E+21",$194.532
10715,11/5/2025,"1,68669E+21",$71.985
10716,12/5/2025,"4,56178E+21",$160.615
10717,3/5/2025,"4,60919E+21",$186.435
10718,15/5/2025,"9,95987E+21",$68.405
10719,15/5/2025,"9,95987E+21",$127.645
10720,15/5/2025,"2,3371E+21",$108.333
10721,1/5/2025,"1,59991E+21",$100.216
10722,15/5/2025,"2,89875E+21",$62.509
10723,7/5/2025,"7,65726E+21",$127.609
10724,13/5/2025,"6,79302E+21",$170.207
10725,3/5/2025,"7,65726E+21",$166.048
10726,7/5/2025,"5,93018E+21",$182.467
10727,8/5/2025,"4,46216E+21",$138.962
10728,6/5/2025,"5,97386E+21",$81.736
10729,15/5/2025,"8,57114E+21",$122.180
10730,15/5/2025,"9,06482E+21",$143.518
10731,11/5/2025,"2,54868E+21",$114.041
10732,4/5/2025,"2,699E+21",$102.390
10733,2/5/2025,"4,92178E+21",$163.670
10734,11/5/2025,"9,30191E+21",$146.170
10735,4/5/2025,"8,14904E+21",$149.325
10736,3/5/2025,"5,7825E+21",$144.361
10737,9/5/2025,"4,73909E+21",$51.087
10738,7/5/2025,"4,00665E+21",$186.719
10739,1/5/2025,"9,06482E+21",$130.527
10740,14/5/2025,"9,74893E+21",$184.473
10741,10/5/2025,"3,56917E+21",$182.066
10742,12/5/2025,"3,26675E+21",$123.694
10743,1/5/2025,"4,05869E+21",$161.676
10744,9/5/2025,"3,5424E+21",$96.506
10745,6/5/2025,"3,5424E+21",$149.629
10746,8/5/2025,"8,46915E+21",$137.123
10747,14/5/2025,"4,14123E+21",$164.277
10748,8/5/2025,"5,44431E+21",$148.735
10749,11/5/2025,"8,40166E+21",$104.082
10750,9/5/2025,"4,2792E+21",$177.937
10751,12/5/2025,"7,34096E+21",$185.999
10752,7/5/2025,"7,9534E+21",$194.984
10753,5/5/2025,"9,53147E+21",$70.094
10754,7/5/2025,"8,30696E+21",$131.615
10755,4/5/2025,"2,47672E+21",$119.614
10756,5/5/2025,"4,00665E+21",$169.478
10757,1/5/2025,"7,65726E+21",$87.005
10758,5/5/2025,"8,44567E+21",$84.986
10759,8/5/2025,"6,92736E+21",$156.751
10760,14/5/2025,"9,64964E+21",$62.616
10761,9/5/2025,"2,5671E+21",$140.589
10762,7/5/2025,"8,77612E+21",$56.873
10763,12/5/2025,"6,92736E+21",$182.835
10764,4/5/2025,"2,31441E+21",$107.970
10765,15/5/2025,"4,05869E+21",$156.140
10766,8/5/2025,"8,5529E+21",$188.076
10767,5/5/2025,"4,98543E+21",$88.546
10768,4/5/2025,"5,11731E+21",$60.353
10769,5/5/2025,"7,9007E+21",$69.741
10770,4/5/2025,"5,44431E+21",$144.252
10771,3/5/2025,"1,59991E+21",$92.830
10772,11/5/2025,"5,93018E+21",$108.701
10773,15/5/2025,"7,95204E+21",$75.940
10774,2/5/2025,"8,57114E+21",$74.470
10775,5/5/2025,"9,09001E+21",$170.301
10776,4/5/2025,"4,75698E+21",$186.747
10777,2/5/2025,"9,74893E+21",$57.331
10778,13/5/2025,"7,95204E+21",$119.464
10779,3/5/2025,"8,46915E+21",$95.938
10780,6/5/2025,"4,9195E+21",$99.587
10781,12/5/2025,"4,73859E+21",$112.468
10782,10/5/2025,"2,699E+21",$145.104
10783,2/5/2025,"9,48578E+21",$198.323
10784,15/5/2025,"1,59991E+21",$80.543
10785,4/5/2025,"7,99791E+21",$133.183
10786,8/5/2025,"3,74744E+21",$193.410
10787,3/5/2025,"2,39951E+21",$129.178
10788,4/5/2025,"3,26675E+21",$117.533
10789,6/5/2025,"6,87188E+21",$126.935
10790,9/5/2025,"5,12066E+21",$112.726
10791,1/5/2025,"4,56178E+21",$100.978
10792,7/5/2025,"4,02283E+21",$70.518
10793,15/5/2025,"8,46915E+21",$115.093
10794,6/5/2025,"7,34096E+21",$63.167
10795,4/5/2025,"9,09859E+21",$113.867
10796,6/5/2025,"6,79302E+21",$170.741
10797,15/5/2025,"2,5671E+21",$101.662
10798,9/5/2025,"1,83162E+21",$75.458
10799,1/5/2025,"9,06482E+21",$183.587
10800,2/5/2025,"4,98543E+21",$77.714
10801,6/5/2025,"8,40166E+21",$137.170
10802,2/5/2025,"4,92178E+21",$162.475
10803,6/5/2025,"7,15249E+21",$181.213
10804,11/5/2025,"9,91871E+21",$83.069
10805,8/5/2025,"7,9007E+21",$151.539
10806,8/5/2025,"4,73859E+21",$174.711
10807,6/5/2025,"1,5294E+21",$157.638
10808,14/5/2025,"7,95204E+21",$88.696
10809,10/5/2025,"6,87188E+21",$143.709
10810,14/5/2025,"5,46835E+21",$134.213
10811,6/5/2025,"1,59991E+21",$98.981
10812,14/5/2025,"8,32736E+21",$176.647
10813,7/5/2025,"9,64964E+21",$135.819
10814,13/5/2025,"1,83162E+21",$56.355
10815,11/5/2025,"1,13553E+21",$176.497
10816,1/5/2025,"7,46343E+21",$112.293
10817,13/5/2025,"8,30696E+21",$93.855
10818,11/5/2025,"8,95676E+21",$149.152
10819,8/5/2025,"5,97386E+21",$176.138
10820,9/5/2025,"8,77612E+21",$146.881
10821,8/5/2025,"4,02283E+21",$117.703
10822,8/5/2025,"5,73854E+21",$78.576
10823,1/5/2025,"3,1396E+21",$168.054
10824,9/5/2025,"8,20399E+21",$149.437
10825,13/5/2025,"8,55574E+21",$104.993
10826,1/5/2025,"5,84624E+21",$95.468
10827,10/5/2025,"4,56178E+21",$196.589
10828,5/5/2025,"1,11219E+21",$162.191
10829,13/5/2025,"8,67275E+21",$90.455
10830,12/5/2025,"5,11731E+21",$142.522
10831,13/5/2025,"5,73854E+21",$196.943
10832,4/5/2025,"9,79877E+21",$91.719
10833,6/5/2025,"4,73859E+21",$95.147
10834,2/5/2025,"8,32736E+21",$178.511
10835,11/5/2025,"4,73909E+21",$187.558
10836,11/5/2025,"8,32736E+21",$85.668
10837,12/5/2025,"4,14123E+21",$89.293
10838,3/5/2025,"3,39233E+21",$115.795
10839,3/5/2025,"1,83162E+21",$65.711
10840,11/5/2025,"8,91381E+21",$108.357
10841,6/5/2025,"9,09859E+21",$122.086
10842,7/5/2025,"9,09859E+21",$176.936
10843,6/5/2025,"2,89875E+21",$68.457
10844,10/5/2025,"7,38518E+21",$184.892
10845,6/5/2025,"3,74744E+21",$88.485
10846,14/5/2025,"9,73651E+21",$134.512
10847,12/5/2025,"2,64547E+21",$59.227
10848,12/5/2025,"4,14123E+21",$178.872
10849,4/5/2025,"2,31441E+21",$54.206
10850,7/5/2025,"4,20734E+21",$114.124
10851,15/5/2025,"3,26675E+21",$173.204
10852,9/5/2025,"5,98657E+21",$94.047
10853,4/5/2025,"8,30696E+21",$85.228
10854,13/5/2025,"5,7825E+21",$71.356
10855,9/5/2025,"2,31441E+21",$159.878
10856,13/5/2025,"8,67136E+21",$148.116
10857,8/5/2025,"8,55574E+21",$121.574
10858,9/5/2025,"6,79302E+21",$188.203
10859,1/5/2025,"5,51303E+21",$80.769
10860,7/5/2025,"8,20399E+21",$184.492
10861,12/5/2025,"3,62255E+21",$187.116
10862,5/5/2025,"2,47672E+21",$142.860
10863,1/5/2025,"5,46569E+21",$157.957
10864,11/5/2025,"4,73859E+21",$96.095
10865,15/5/2025,"7,65726E+21",$130.386
10866,13/5/2025,"3,35499E+21",$55.517
10867,14/5/2025,"5,10398E+21",$86.553
10868,1/5/2025,"5,98657E+21",$153.618
10869,14/5/2025,"9,78678E+21",$96.393
10870,5/5/2025,"1,11219E+21",$176.362
10871,7/5/2025,"3,62255E+21",$63.609
10872,9/5/2025,"7,16819E+21",$125.228
10873,8/5/2025,"8,32736E+21",$129.109
10874,5/5/2025,"5,46835E+21",$52.871
10875,2/5/2025,"8,95676E+21",$78.744
10876,2/5/2025,"4,73909E+21",$107.024
10877,11/5/2025,"2,04784E+21",$191.903
10878,9/5/2025,"8,46915E+21",$97.204
10879,1/5/2025,"7,86347E+21",$149.295
10880,9/5/2025,"4,64913E+21",$113.235
10881,6/5/2025,"4,05869E+21",$76.138
10882,14/5/2025,"4,05869E+21",$66.669
10883,15/5/2025,"8,46684E+21",$115.780
10884,14/5/2025,"2,04784E+21",$56.484
10885,11/5/2025,"2,28114E+21",$153.238
10886,9/5/2025,"1,11219E+21",$196.354
10887,2/5/2025,"1,42446E+21",$103.297
10888,11/5/2025,"4,46216E+21",$190.540
10889,2/5/2025,"9,09001E+21",$65.968
10890,8/5/2025,"7,13851E+21",$153.336
10891,3/5/2025,"6,04959E+21",$130.663
10892,1/5/2025,"8,94438E+21",$164.469
10893,9/5/2025,"5,84624E+21",$181.661
10894,7/5/2025,"5,10398E+21",$74.481
10895,14/5/2025,"9,48578E+21",$86.676
10896,15/5/2025,"4,46216E+21",$67.050
10897,9/5/2025,"9,39122E+21",$188.584
10898,7/5/2025,"3,96704E+21",$122.954
10899,14/5/2025,"8,67136E+21",$56.328
10900,1/5/2025,"4,6251E+21",$67.468
10901,3/5/2025,"8,67275E+21",$70.756
10902,10/5/2025,"1,5294E+21",$84.047
10903,8/5/2025,"8,5529E+21",$98.163
10904,8/5/2025,"8,91381E+21",$105.978
10905,8/5/2025,"5,46569E+21",$129.874
10906,2/5/2025,"8,14904E+21",$145.606
10907,3/5/2025,"7,9007E+21",$133.032
10908,15/5/2025,"3,39233E+21",$141.765
10909,13/5/2025,"4,19888E+21",$53.535
10910,7/5/2025,"8,89916E+21",$153.088
10911,13/5/2025,"8,89916E+21",$101.595
10912,7/5/2025,"8,67275E+21",$163.423
10913,1/5/2025,"5,93018E+21",$63.510
10914,15/5/2025,"9,30191E+21",$98.742
10915,15/5/2025,"6,92736E+21",$142.725
10916,1/5/2025,"8,32736E+21",$189.772
10917,11/5/2025,"8,44567E+21",$166.319
10918,15/5/2025,"3,62255E+21",$64.336
10919,15/5/2025,"5,98657E+21",$183.181
10920,9/5/2025,"5,12066E+21",$133.703
10921,10/5/2025,"7,65726E+21",$64.163
10922,6/5/2025,"2,89875E+21",$171.653
10923,13/5/2025,"4,60919E+21",$68.313
10924,14/5/2025,"4,20362E+21",$180.281
10925,11/5/2025,"3,35499E+21",$193.028
10926,8/5/2025,"3,74744E+21",$113.174
10927,3/5/2025,"7,16819E+21",$68.259
10928,14/5/2025,"4,20362E+21",$159.841
10929,9/5/2025,"2,54868E+21",$73.185
10930,7/5/2025,"2,47672E+21",$104.101
10931,14/5/2025,"9,79877E+21",$81.719
10932,12/5/2025,"4,00665E+21",$86.397
10933,1/5/2025,"3,39233E+21",$162.167
10934,11/5/2025,"5,10398E+21",$107.432
10935,12/5/2025,"9,91871E+21",$116.095
10936,9/5/2025,"5,10398E+21",$143.286
10937,11/5/2025,"7,9534E+21",$158.857
10938,13/5/2025,"6,06251E+21",$147.713
10939,7/5/2025,"8,55574E+21",$127.571
10940,10/5/2025,"4,6251E+21",$110.761
10941,1/5/2025,"5,73854E+21",$93.164
10942,10/5/2025,"7,16819E+21",$105.282
10943,13/5/2025,"6,04959E+21",$152.440
10944,1/5/2025,"4,75698E+21",$123.322
10945,10/5/2025,"8,46684E+21",$111.504
10946,5/5/2025,"6,09749E+21",$115.055
10947,7/5/2025,"5,46835E+21",$139.328
10948,12/5/2025,"9,95987E+21",$190.380
10949,9/5/2025,"9,87305E+21",$150.663
10950,10/5/2025,"4,75698E+21",$108.016
10951,13/5/2025,"4,53257E+21",$162.343
10952,10/5/2025,"8,46684E+21",$193.390
10953,3/5/2025,"5,84624E+21",$195.992
10954,15/5/2025,"4,14123E+21",$161.348
10955,3/5/2025,"9,48578E+21",$103.688
10956,5/5/2025,"9,53147E+21",$177.582
10957,15/5/2025,"4,19888E+21",$143.271
10958,12/5/2025,"8,46684E+21",$60.882
10959,9/5/2025,"8,89916E+21",$175.763
10960,2/5/2025,"4,53257E+21",$187.173
10961,7/5/2025,"5,98657E+21",$147.936
10962,5/5/2025,"4,53257E+21",$193.316
10963,1/5/2025,"8,46684E+21",$73.738
10964,8/5/2025,"2,12987E+21",$124.273
10965,15/5/2025,"7,89969E+21",$93.356
10966,5/5/2025,"2,31441E+21",$115.054
10967,6/5/2025,"9,78678E+21",$164.822
10968,6/5/2025,"7,15249E+21",$101.480
10969,15/5/2025,"3,25384E+21",$95.955
10970,13/5/2025,"7,13851E+21",$105.513
10971,8/5/2025,"6,52232E+21",$134.256
10972,14/5/2025,"8,89916E+21",$101.416
10973,14/5/2025,"9,53147E+21",$85.378
10974,12/5/2025,"4,00665E+21",$50.157
10975,14/5/2025,"9,73651E+21",$194.896
10976,5/5/2025,"6,79302E+21",$154.051
10977,11/5/2025,"9,09001E+21",$167.298
10978,6/5/2025,"4,92178E+21",$93.945
10979,15/5/2025,"3,1396E+21",$100.562
10980,5/5/2025,"5,44431E+21",$197.427
10981,9/5/2025,"2,12987E+21",$140.290
10982,9/5/2025,"1,42446E+21",$181.561
10983,3/5/2025,"9,95987E+21",$193.435
10984,15/5/2025,"9,79877E+21",$130.831
10985,12/5/2025,"3,1396E+21",$162.348
10986,2/5/2025,"9,39122E+21",$102.939
10987,12/5/2025,"6,79302E+21",$186.069
10988,15/5/2025,"7,9534E+21",$130.377
10989,5/5/2025,"5,11731E+21",$194.752
10990,5/5/2025,"9,73651E+21",$139.790
10991,10/5/2025,"8,67136E+21",$150.699
10992,12/5/2025,"9,09001E+21",$165.808
10993,11/5/2025,"2,64547E+21",$198.950
10994,12/5/2025,"9,87305E+21",$139.125
10995,5/5/2025,"9,74893E+21",$113.483
10996,7/5/2025,"5,51303E+21",$174.885
10997,11/5/2025,"2,28114E+21",$72.355
10998,12/5/2025,"9,87305E+21",$97.773
10999,11/5/2025,"2,77293E+21",$84.916
11000,3/5/2025,"6,75838E+21",$82.443
11001,11/5/2025,"4,2792E+21",$77.230
11002,10/5/2025,"5,11731E+21",$66.578
11003,8/5/2025,"2,5671E+21",$153.332
11004,9/5/2025,"9,06482E+21",$163.076
11005,12/5/2025,"4,56178E+21",$134.813
11006,1/5/2025,"6,75838E+21",$123.992
11007,5/5/2025,"5,7825E+21",$77.695
11008,7/5/2025,"4,14123E+21",$167.938
11009,7/5/2025,"7,86347E+21",$57.674
11010,7/5/2025,"2,00351E+21",$181.655
11011,8/5/2025,"8,94438E+21",$59.533
11012,14/5/2025,"8,20399E+21",$176.879
11013,3/5/2025,"4,75698E+21",$118.698
11014,6/5/2025,"7,99791E+21",$161.491
11015,10/5/2025,"4,02283E+21",$159.259
11016,10/5/2025,"5,12066E+21",$137.337
11017,14/5/2025,"6,09749E+21",$154.392
11018,11/5/2025,"3,25384E+21",$124.251
11019,4/5/2025,"4,92178E+21",$179.009
11020,6/5/2025,"3,35499E+21",$174.151
11021,9/5/2025,"3,96704E+21",$68.014
11022,12/5/2025,"4,92178E+21",$58.096
11023,1/5/2025,"9,64964E+21",$89.675
11024,7/5/2025,"7,34096E+21",$156.189
11025,12/5/2025,"4,2792E+21",$175.887
11026,15/5/2025,"4,20362E+21",$103.657
11027,11/5/2025,"1,68669E+21",$58.083
11028,6/5/2025,"5,12066E+21",$171.917
11029,7/5/2025,"4,60919E+21",$174.182
11030,1/5/2025,"8,95676E+21",$194.201
11031,2/5/2025,"3,96704E+21",$127.364
11032,8/5/2025,"2,39951E+21",$68.398
11033,2/5/2025,"5,97386E+21",$136.605
11034,12/5/2025,"6,87188E+21",$177.103
11035,4/5/2025,"2,28114E+21",$180.450
11036,7/5/2025,"8,14904E+21",$90.897
11037,8/5/2025,"4,53257E+21",$81.055
11038,2/5/2025,"1,13553E+21",$131.404
11039,15/5/2025,"2,39951E+21",$51.893
11040,8/5/2025,"2,00351E+21",$171.275
11041,10/5/2025,"6,92736E+21",$160.806
11042,10/5/2025,"2,12987E+21",$168.372
11043,5/5/2025,"3,90358E+21",$164.966
11044,15/5/2025,"5,84624E+21",$110.252
11045,8/5/2025,"7,99791E+21",$189.904
11046,4/5/2025,"4,00665E+21",$67.336
11047,7/5/2025,"8,77612E+21",$183.736
11048,3/5/2025,"6,75838E+21",$78.211
11049,11/5/2025,"3,15482E+21",$198.043
11050,10/5/2025,"4,20362E+21",$67.286
11051,2/5/2025,"7,86347E+21",$157.439
11052,5/5/2025,"7,16819E+21",$145.395
11053,12/5/2025,"9,64964E+21",$163.047
11054,13/5/2025,"1,59991E+21",$137.029
11055,11/5/2025,"9,78678E+21",$85.299
11056,7/5/2025,"5,51303E+21",$71.831
11057,12/5/2025,"3,90358E+21",$196.645
11058,13/5/2025,"7,89969E+21",$140.137
11059,14/5/2025,"8,44567E+21",$163.385
11060,14/5/2025,"4,2792E+21",$112.200
11061,14/5/2025,"3,15482E+21",$68.958
11062,6/5/2025,"4,05869E+21",$101.870
11063,4/5/2025,"3,96704E+21",$84.744
11064,10/5/2025,"2,04784E+21",$138.036
11065,5/5/2025,"9,87305E+21",$74.662
11066,14/5/2025,"5,46835E+21",$156.813
11067,7/5/2025,"9,09859E+21",$133.515
11068,11/5/2025,"3,5424E+21",$153.500
11069,8/5/2025,"5,84624E+21",$57.062
11070,7/5/2025,"3,15482E+21",$111.819
11071,6/5/2025,"8,30696E+21",$176.989
11072,9/5/2025,"6,09749E+21",$86.408
11073,7/5/2025,"4,64913E+21",$81.736
11074,9/5/2025,"1,5294E+21",$148.702
11075,12/5/2025,"7,99791E+21",$165.825
11076,3/5/2025,"4,20734E+21",$164.912
11077,1/5/2025,"3,25384E+21",$109.935
11078,6/5/2025,"2,64547E+21",$159.195
11079,1/5/2025,"1,5294E+21",$135.354
11080,6/5/2025,"7,9534E+21",$98.529
11081,14/5/2025,"2,64547E+21",$87.692
11082,6/5/2025,"3,74744E+21",$166.509
11083,9/5/2025,"3,15482E+21",$167.613
11084,11/5/2025,"2,3371E+21",$127.176
11085,12/5/2025,"2,5671E+21",$147.013
11086,5/5/2025,"3,26675E+21",$127.196
11087,1/5/2025,"7,9534E+21",$95.562
11088,4/5/2025,"9,39122E+21",$184.615
11089,3/5/2025,"6,87188E+21",$151.350
11090,11/5/2025,"7,86347E+21",$154.688
11091,6/5/2025,"9,74893E+21",$197.991
11092,14/5/2025,"4,19888E+21",$126.384
11093,9/5/2025,"7,9007E+21",$60.074
11094,14/5/2025,"1,5294E+21",$73.934
11095,11/5/2025,"3,5424E+21",$138.775
11096,12/5/2025,"4,64913E+21",$165.232
11097,10/5/2025,"2,39951E+21",$150.257
11098,6/5/2025,"4,9195E+21",$163.659
11099,11/5/2025,"9,06482E+21",$157.268
11100,12/5/2025,"7,13851E+21",$75.039
11101,9/5/2025,"4,46216E+21",$157.765
11102,11/5/2025,"4,9195E+21",$177.538
11103,8/5/2025,"9,48578E+21",$166.035
11104,9/5/2025,"4,98543E+21",$146.680
11105,9/5/2025,"9,53147E+21",$172.094
11106,4/5/2025,"7,9007E+21",$96.704
11107,5/5/2025,"8,89916E+21",$195.673
11108,6/5/2025,"8,14904E+21",$193.067
11109,15/5/2025,"9,79877E+21",$73.050
11110,13/5/2025,"9,39122E+21",$76.650
11111,8/5/2025,"7,15249E+21",$108.380
11112,15/5/2025,"7,46343E+21",$114.368
11113,13/5/2025,"7,16819E+21",$112.525
11114,9/5/2025,"2,00351E+21",$99.124
11115,8/5/2025,"3,15482E+21",$106.736
11116,4/5/2025,"3,26675E+21",$75.980
11117,11/5/2025,"8,46915E+21",$134.246
11118,7/5/2025,"4,6251E+21",$77.239
11119,5/5/2025,"8,14904E+21",$75.647
11120,9/5/2025,"7,89969E+21",$107.021
11121,12/5/2025,"7,95204E+21",$150.424
11122,1/5/2025,"8,57114E+21",$115.597
11123,12/5/2025,"2,31441E+21",$125.779
11124,3/5/2025,"1,68669E+21",$121.754
11125,1/5/2025,"3,90358E+21",$84.353
11126,5/5/2025,"7,46343E+21",$59.387
11127,2/5/2025,"9,30191E+21",$111.311
11128,3/5/2025,"4,98543E+21",$89.266
11129,7/5/2025,"7,38518E+21",$74.953
11130,8/5/2025,"1,11219E+21",$154.892
11131,6/5/2025,"1,68669E+21",$122.080
11132,4/5/2025,"2,699E+21",$140.033
11133,4/5/2025,"3,56917E+21",$194.916
11134,8/5/2025,"5,98657E+21",$140.153
11135,15/5/2025,"8,67136E+21",$78.760
11136,5/5/2025,"8,44567E+21",$168.283
11137,11/5/2025,"8,67275E+21",$123.120
11138,1/5/2025,"1,42446E+21",$111.194
11139,13/5/2025,"9,79877E+21",$103.433
11140,2/5/2025,"9,53147E+21",$143.945
11141,7/5/2025,"8,40166E+21",$86.919
11142,1/5/2025,"7,34096E+21",$106.277
11143,6/5/2025,"9,87305E+21",$61.121
11144,8/5/2025,"3,1396E+21",$95.219
11145,5/5/2025,"9,73651E+21",$163.256
11146,8/5/2025,"7,38518E+21",$107.055
11147,11/5/2025,"5,73854E+21",$80.078
11148,2/5/2025,"6,04959E+21",$103.416
11149,1/5/2025,"8,5529E+21",$163.860
11150,7/5/2025,"6,06251E+21",$130.291
11151,6/5/2025,"4,53257E+21",$165.307
11152,15/5/2025,"7,89969E+21",$65.044
11153,6/5/2025,"2,77293E+21",$132.839
11154,6/5/2025,"2,54868E+21",$111.097
11155,5/5/2025,"2,54868E+21",$71.871
11156,7/5/2025,"2,28114E+21",$112.500
11157,1/5/2025,"8,5529E+21",$95.889
11158,13/5/2025,"3,62255E+21",$129.800
11159,3/5/2025,"6,52232E+21",$81.732
11160,15/5/2025,"7,95204E+21",$72.345
11161,8/5/2025,"2,77293E+21",$191.078
11162,12/5/2025,"1,42446E+21",$156.836
